ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
D299A8CF86191877,docked_bike,2020-04-30 17:36:50,2020-04-30 17:39:03,Clinton St & Madison St,77,Clinton St & Lake St,66.0,41.8822,-87.6411,41.8856,-87.6418,casual
3CAE42BE39E1C534,docked_bike,2020-04-12 12:50:11,2020-04-12 13:24:25,Ada St & Washington Blvd,346,Buckingham Fountain,2.0,41.8828,-87.6612,41.8765,-87.6205,member
9E350A69C5FEDEF3,docked_bike,2020-04-08 15:01:51,2020-04-08 15:03:20,Aberdeen St & Monroe St,80,Aberdeen St & Monroe St,80.0,41.8804,-87.6555,41.8804,-87.6555,member
992E33C58075C062,docked_bike,2020-04-08 15:04:52,2020-04-08 15:14:44,Aberdeen St & Monroe St,80,Loomis St & Jackson Blvd,146.0,41.8804,-87.6555,41.8779,-87.662,member
4C7DE70181B07488,docked_bike,2020-04-23 17:04:15,2020-04-23 17:14:02,Lake Shore Dr & Diversey Pkwy,329,Larrabee St & Webster Ave,144.0,41.9326,-87.6364,41.9218,-87.6441,member
11AB281888D249E9,docked_bike,2020-04-28 16:34:53,2020-04-28 17:13:58,Fairbanks St & Superior St,635,Pine Grove Ave & Irving Park Rd,254.0,41.8957,-87.6201,41.9544,-87.648,member
FA7CADFDAD0561B5,docked_bike,2020-04-13 08:58:52,2020-04-13 09:12:20,Leavitt St & Chicago Ave,659,Wolcott Ave & Polk St,342.0,41.8955,-87.682,41.8713,-87.6737,member
810BFA66730A2BC9,docked_bike,2020-04-13 10:24:45,2020-04-13 10:38:27,Wolcott Ave & Polk St,342,Leavitt St & Chicago Ave,659.0,41.8713,-87.6737,41.8955,-87.682,member
09184B97ED4833F5,docked_bike,2020-04-12 08:44:05,2020-04-12 08:59:37,Rush St & Superior St,161,Racine Ave & Randolph St,88.0,41.8958,-87.6259,41.8841,-87.6569,member
C6647FB269B6E3E8,docked_bike,2020-04-21 20:01:28,2020-04-21 20:20:21,Racine Ave & Randolph St,88,Rush St & Superior St,161.0,41.8841,-87.6569,41.8958,-87.6259,member
A5CE22FF674784C6,docked_bike,2020-04-18 14:38:28,2020-04-18 14:57:55,Sheffield Ave & Fullerton Ave,67,Larrabee St & Webster Ave,144.0,41.9256,-87.6537,41.9218,-87.6441,casual
FD791AB8677CF7E9,docked_bike,2020-04-20 15:48:06,2020-04-20 16:15:24,Franklin St & Lake St,164,Ashland Ave & Wellington Ave,250.0,41.8858,-87.6355,41.9361,-87.6698,member
406F65E43DB2CF34,docked_bike,2020-04-07 13:41:32,2020-04-07 14:06:49,MLK Jr Dr & 29th St,237,Michigan Ave & Lake St,52.0,41.8421,-87.617,41.886,-87.6241,casual
830D7D41EA1ACBE3,docked_bike,2020-04-05 18:49:42,2020-04-05 19:08:01,Halsted St & 35th St,279,Wabash Ave & Roosevelt Rd,59.0,41.8307,-87.6472,41.8672,-87.626,member
FAC33D188B0117C8,docked_bike,2020-04-05 20:06:27,2020-04-05 20:18:18,Canal St & Taylor St,414,Halsted St & Archer Ave,206.0,41.8703,-87.6395,41.8472,-87.6468,member
82D8E30A387543BC,docked_bike,2020-04-13 20:47:42,2020-04-13 21:45:25,Racine Ave & 35th St,367,Halsted St & 35th St,279.0,41.8307,-87.656,41.8307,-87.6472,member
26CB8640DA52D881,docked_bike,2020-04-07 12:11:44,2020-04-07 12:27:17,Halsted St & 35th St,279,Wabash Ave & Roosevelt Rd,59.0,41.8307,-87.6472,41.8672,-87.626,member
B00327A6A30AF477,docked_bike,2020-04-07 13:07:55,2020-04-07 13:29:22,Wabash Ave & Roosevelt Rd,59,Halsted St & 35th St,279.0,41.8672,-87.626,41.8307,-87.6472,member
3328562736CDE90F,docked_bike,2020-04-06 19:25:04,2020-04-06 20:10:03,Lake Shore Dr & Wellington Ave,157,Broadway & Barry Ave,300.0,41.9367,-87.6368,41.9377,-87.6441,member
76A2AA2533227704,docked_bike,2020-04-11 11:49:24,2020-04-11 11:55:18,Lake Shore Dr & Wellington Ave,157,Wilton Ave & Diversey Pkwy,13.0,41.9367,-87.6368,41.9324,-87.6527,member
B9BD38E04064DC80,docked_bike,2020-04-11 11:55:58,2020-04-11 11:59:29,Wilton Ave & Diversey Pkwy,13,Clark St & Drummond Pl,220.0,41.9324,-87.6527,41.9312,-87.6443,member
5CB4532608A3BD33,docked_bike,2020-04-24 12:48:56,2020-04-24 12:59:42,Clark St & Grace St,165,Lake Shore Dr & Wellington Ave,157.0,41.9508,-87.6592,41.9367,-87.6368,member
3D97CF5100E0F5B0,docked_bike,2020-04-26 18:42:24,2020-04-26 18:48:06,Lakeview Ave & Fullerton Pkwy,313,Clark St & Drummond Pl,220.0,41.9259,-87.639,41.9312,-87.6443,member
B8362D4123C17E7F,docked_bike,2020-04-19 15:56:23,2020-04-19 15:59:12,Clark St & Wrightwood Ave,340,Halsted St & Wrightwood Ave,349.0,41.9295,-87.6431,41.9291,-87.6491,member
B258C4442066C256,docked_bike,2020-04-04 23:49:48,2020-04-04 23:57:48,McClurg Ct & Illinois St,26,Kingsbury St & Kinzie St,133.0,41.8904,-87.6175,41.8892,-87.6385,casual
C1DB999E2F5A1EBE,docked_bike,2020-04-18 16:00:11,2020-04-18 16:53:29,Pine Grove Ave & Irving Park Rd,254,Pine Grove Ave & Irving Park Rd,254.0,41.9544,-87.648,41.9544,-87.648,casual
1AA4DD084541398E,docked_bike,2020-04-19 20:14:08,2020-04-19 20:22:31,Ritchie Ct & Banks St,180,Fairbanks Ct & Grand Ave,24.0,41.9069,-87.6262,41.8918,-87.6206,casual
DE12E8A229279C06,docked_bike,2020-04-24 10:13:44,2020-04-24 10:25:40,Dearborn St & Erie St,110,Morgan St & Lake St,71.0,41.894,-87.6293,41.8855,-87.6523,member
34CF271782DDEE5C,docked_bike,2020-04-27 15:15:29,2020-04-27 15:26:46,Morgan St & Lake St,71,Dearborn St & Erie St,110.0,41.8855,-87.6523,41.894,-87.6293,member
1EF4477824856350,docked_bike,2020-04-16 10:15:32,2020-04-16 10:25:51,Wabash Ave & 9th St,321,St. Clair St & Erie St,211.0,41.8708,-87.6257,41.8944,-87.6227,member
33D8D13ABD7BE827,docked_bike,2020-04-27 19:21:00,2020-04-27 20:02:28,Maplewood Ave & Peterson Ave,455,Kedzie Ave & Bryn Mawr Ave,494.0,41.9902,-87.6934,41.9824,-87.7089,casual
FA0CC618FCE91FA1,docked_bike,2020-04-03 16:07:39,2020-04-03 16:33:05,Dayton St & North Ave,60,Clarendon Ave & Leland Ave,251.0,41.9106,-87.6494,41.968,-87.65,casual
D36410DB8CD0BCA5,docked_bike,2020-04-11 14:20:49,2020-04-11 14:42:08,Sheridan Rd & Montrose Ave,231,Broadway & Belmont Ave,296.0,41.9617,-87.6546,41.9401,-87.6455,casual
0B8EE15579307B3C,docked_bike,2020-04-03 18:15:09,2020-04-03 18:51:07,Clarendon Ave & Gordon Ter,312,Western Ave & Granville Ave,452.0,41.9579,-87.6495,41.9942,-87.6894,member
AC1964B7D779B523,docked_bike,2020-04-09 06:50:48,2020-04-09 07:03:41,Clark St & Armitage Ave,94,Wilton Ave & Belmont Ave,117.0,41.9183,-87.6363,41.9402,-87.653,member
507E16DCE7F9871A,docked_bike,2020-04-11 12:51:22,2020-04-11 13:41:39,Milwaukee Ave & Grand Ave,84,Clinton St & Washington Blvd,91.0,41.8916,-87.6484,41.8834,-87.6412,casual
3536882FE1C46F48,docked_bike,2020-04-18 18:34:03,2020-04-18 19:32:40,Carpenter St & Huron St,92,Carpenter St & Huron St,92.0,41.8946,-87.6534,41.8946,-87.6534,casual
E5380BEB51CA8F34,docked_bike,2020-04-19 11:38:16,2020-04-19 13:09:56,Carpenter St & Huron St,92,Carpenter St & Huron St,92.0,41.8946,-87.6534,41.8946,-87.6534,casual
EF20C29084957B04,docked_bike,2020-04-28 08:13:18,2020-04-28 08:28:51,Wabash Ave & 16th St,72,Mies van der Rohe Way & Chicago Ave,173.0,41.8604,-87.6258,41.8969,-87.6217,member
48D02FEAF963CB52,docked_bike,2020-04-10 12:34:23,2020-04-10 12:55:40,Ravenswood Ave & Lawrence Ave,344,California Ave & Byron St,487.0,41.9691,-87.6742,41.9522,-87.6981,member
3DF3C0EC7365AF0A,docked_bike,2020-04-26 17:16:43,2020-04-26 17:28:21,Halsted St & Roscoe St,299,Clarendon Ave & Leland Ave,251.0,41.9437,-87.649,41.968,-87.65,casual
1086E4CA394A1B25,docked_bike,2020-04-18 11:25:37,2020-04-18 11:34:59,Clarendon Ave & Gordon Ter,312,Sheridan Rd & Lawrence Ave,323.0,41.9579,-87.6495,41.9695,-87.6547,member
E1D6333FA1CBE1B1,docked_bike,2020-04-09 18:02:23,2020-04-09 18:11:41,Michigan Ave & Washington St,43,LaSalle Dr & Huron St,627.0,41.884,-87.6247,41.8949,-87.6323,member
43B958C7162C60B5,docked_bike,2020-04-19 13:38:09,2020-04-19 13:55:55,Clark St & Elm St,176,Clark St & Wrightwood Ave,340.0,41.903,-87.6313,41.9295,-87.6431,casual
C13D8CC9C5C58140,docked_bike,2020-04-26 16:28:55,2020-04-26 17:05:28,Loomis St & Lexington St,320,Leavitt St & North Ave,213.0,41.8722,-87.6615,41.9102,-87.6823,casual
D02AFB9D238F3FB6,docked_bike,2020-04-10 17:17:42,2020-04-10 18:11:09,Washtenaw Ave & Lawrence Ave,475,Washtenaw Ave & Lawrence Ave,475.0,41.969,-87.696,41.969,-87.696,casual
57903BDF818A60C3,docked_bike,2020-04-20 14:56:23,2020-04-20 15:03:47,Ritchie Ct & Banks St,180,Ritchie Ct & Banks St,180.0,41.9069,-87.6262,41.9069,-87.6262,casual
B7BAEC6E77A4E0E9,docked_bike,2020-04-12 09:21:15,2020-04-12 10:11:04,Museum of Science and Industry,424,Museum of Science and Industry,424.0,41.7917,-87.5839,41.7917,-87.5839,casual
3C835F339A0470AD,docked_bike,2020-04-26 16:32:18,2020-04-26 17:18:38,Bissell St & Armitage Ave,113,Damen Ave & Charleston St,310.0,41.9184,-87.6522,41.9201,-87.6779,casual
1ECCECD61205092E,docked_bike,2020-04-21 16:17:11,2020-04-21 17:01:03,Greenview Ave & Fullerton Ave,188,Clinton St & Washington Blvd,91.0,41.9253,-87.6658,41.8834,-87.6412,casual
D13A74BDC5BECD4D,docked_bike,2020-04-26 15:52:04,2020-04-27 13:02:59,Blue Island Ave & 18th St,129,Blue Island Ave & 18th St,129.0,41.8576,-87.6615,41.8576,-87.6615,casual
635B27232C82986D,docked_bike,2020-04-11 12:27:09,2020-04-11 12:39:07,Rush St & Superior St,161,Noble St & Milwaukee Ave,29.0,41.8958,-87.6259,41.9007,-87.6626,member
D91E3DCA04F7C5F5,docked_bike,2020-04-09 18:02:22,2020-04-09 18:17:41,Clark St & Elm St,176,Clinton St & Madison St,77.0,41.903,-87.6313,41.8822,-87.6411,casual
2C281FFA76F0F5CB,docked_bike,2020-04-08 07:46:46,2020-04-08 08:03:14,Shore Dr & 55th St,247,Ellis Ave & 53rd St,418.0,41.7952,-87.5807,41.7993,-87.601,casual
AAB9C4ED1F55B294,docked_bike,2020-04-26 16:40:50,2020-04-26 17:15:06,Wilton Ave & Diversey Pkwy,13,Milwaukee Ave & Wabansia Ave,158.0,41.9324,-87.6527,41.9126,-87.6814,member
9C44364FFE370ECA,docked_bike,2020-04-26 18:11:39,2020-04-26 20:29:54,Canal St & Monroe St,191,State St & Randolph St,44.0,41.8817,-87.6395,41.8847,-87.6277,casual
392F1EE935845382,docked_bike,2020-04-03 13:22:29,2020-04-03 13:28:12,Clark St & Ida B Wells Dr,50,Wabash Ave & Roosevelt Rd,59.0,41.8759,-87.6306,41.8672,-87.626,member
FC3F34E4CE62F7BC,docked_bike,2020-04-03 08:52:56,2020-04-03 08:58:22,Clark St & Ida B Wells Dr,50,Michigan Ave & Madison St,197.0,41.8759,-87.6306,41.8821,-87.6251,member
EC2AE520F1C73F9A,docked_bike,2020-04-03 13:44:51,2020-04-03 13:51:58,Wabash Ave & Roosevelt Rd,59,Clark St & Ida B Wells Dr,50.0,41.8672,-87.626,41.8759,-87.6306,member
FA8235D094269D9D,docked_bike,2020-04-18 19:03:07,2020-04-18 19:21:26,Wells St & Concord Ln,289,Ashland Ave & Chicago Ave,350.0,41.9121,-87.6347,41.896,-87.6677,member
F72CCC63348740BD,docked_bike,2020-04-10 17:13:52,2020-04-10 17:47:05,Wood St & Augusta Blvd,657,Wood St & Augusta Blvd,657.0,41.8992,-87.6722,41.8992,-87.6722,member
ED2DE9DAF31B366C,docked_bike,2020-04-04 10:05:21,2020-04-04 10:15:24,Wood St & Milwaukee Ave,61,Western Ave & Walton St,374.0,41.9077,-87.6726,41.8984,-87.6866,casual
75DF2A9FCAC3B984,docked_bike,2020-04-26 17:14:50,2020-04-26 17:28:16,Clarendon Ave & Junior Ter,245,Ashland Ave & Grace St,347.0,41.961,-87.6496,41.9507,-87.6687,member
DFF58376D247922A,docked_bike,2020-04-08 09:32:48,2020-04-08 09:46:08,Ashland Ave & Grace St,347,Broadway & Barry Ave,300.0,41.9507,-87.6687,41.9377,-87.6441,member
083A4A77D27965B2,docked_bike,2020-04-01 19:13:46,2020-04-01 19:50:40,Clark St & Jarvis Ave,517,Broadway & Ridge Ave,461.0,42.016,-87.675,41.984,-87.6603,member
C0CB1B8C05261E2A,docked_bike,2020-04-03 17:33:40,2020-04-03 18:03:01,900 W Harrison St,109,Peoria St & Jackson Blvd,134.0,41.8748,-87.6498,41.8776,-87.6496,member
27E8A3FD802C4C08,docked_bike,2020-04-21 16:25:19,2020-04-21 16:26:41,Peoria St & Jackson Blvd,134,900 W Harrison St,109.0,41.8776,-87.6496,41.8748,-87.6498,member
0D1E5215493B5AFB,docked_bike,2020-04-20 19:09:22,2020-04-20 19:35:53,Peoria St & Jackson Blvd,134,Peoria St & Jackson Blvd,134.0,41.8776,-87.6496,41.8776,-87.6496,member
0993F227BFBB2830,docked_bike,2020-04-05 13:59:14,2020-04-05 14:22:11,University Library (NU),605,Greenview Ave & Jarvis Ave,520.0,42.0529,-87.6734,42.016,-87.6686,member
C4EF10D5AF65C4B7,docked_bike,2020-04-05 13:18:31,2020-04-05 13:32:22,Greenview Ave & Jarvis Ave,520,Chicago Ave & Washington St,597.0,42.016,-87.6686,42.0326,-87.6791,member
369302D7FF1371CC,docked_bike,2020-04-09 17:24:19,2020-04-09 17:35:39,Loomis St & Lexington St,320,Clinton St & Madison St,77.0,41.8722,-87.6615,41.8822,-87.6411,member
32017A2B4383B968,docked_bike,2020-04-22 12:08:11,2020-04-22 12:41:24,Broadway & Belmont Ave,296,Broadway & Belmont Ave,296.0,41.9401,-87.6455,41.9401,-87.6455,casual
4785A9C99A4E1EF2,docked_bike,2020-04-18 12:42:10,2020-04-18 13:31:21,Wolcott (Ravenswood) Ave & Montrose Ave,238,Wolcott (Ravenswood) Ave & Montrose Ave,238.0,41.9614,-87.6762,41.9614,-87.6762,casual
B2C42C0FE9DF7F38,docked_bike,2020-04-07 15:37:28,2020-04-07 16:18:57,Lincoln Ave & Winona St,472,Lincoln Ave & Winona St,472.0,41.9749,-87.6925,41.9749,-87.6925,casual
A23BDFDD427B2886,docked_bike,2020-04-07 16:25:19,2020-04-07 18:24:15,Clark St & Elm St,176,Clark St & Elm St,176.0,41.903,-87.6313,41.903,-87.6313,casual
00FC16EC0DB7B441,docked_bike,2020-04-16 17:21:04,2020-04-16 18:47:34,Lake Shore Dr & North Blvd,268,Lake Shore Dr & North Blvd,268.0,41.9117,-87.6268,41.9117,-87.6268,casual
C9BDD1FBBF0AA60E,docked_bike,2020-04-28 16:00:35,2020-04-28 16:55:50,Oakley Ave & Touhy Ave,526,Oakley Ave & Touhy Ave,526.0,42.0123,-87.6882,42.0123,-87.6882,casual
34B012F65309C451,docked_bike,2020-04-12 12:29:03,2020-04-12 14:16:33,Broadway & Cornelia Ave,303,Broadway & Cornelia Ave,303.0,41.9455,-87.6464,41.9455,-87.6464,casual
45C3FDDF8358F550,docked_bike,2020-04-27 13:55:08,2020-04-27 14:10:12,Humboldt Blvd & Armitage Ave,507,Kedzie Ave & Milwaukee Ave,260.0,41.9175,-87.7018,41.9296,-87.7079,casual
953261260AD3D688,docked_bike,2020-04-12 14:14:46,2020-04-12 14:43:26,Ashland Ave & Division St,210,Mies van der Rohe Way & Chicago Ave,173.0,41.9035,-87.6677,41.8969,-87.6217,casual
74EE91DB1F5EAAA6,docked_bike,2020-04-18 16:24:00,2020-04-18 16:41:43,Sheffield Ave & Wellington Ave,115,Wells St & Concord Ln,289.0,41.9363,-87.6527,41.9121,-87.6347,casual
DF63D5D5A82B4C93,docked_bike,2020-04-19 11:26:56,2020-04-19 13:24:45,Clark St & Newport St,632,Sheffield Ave & Wellington Ave,115.0,41.9445,-87.6547,41.9363,-87.6527,casual
1146C5C801E56C63,docked_bike,2020-04-23 13:51:37,2020-04-23 14:31:47,Lake Park Ave & 35th St,406,Cottage Grove Ave & Oakwood Blvd,265.0,41.8313,-87.6088,41.823,-87.6071,casual
4F52A90842C4B67D,docked_bike,2020-04-28 22:45:30,2020-04-28 22:53:27,Larrabee St & Webster Ave,144,Clark St & Elm St,176.0,41.9218,-87.6441,41.903,-87.6313,member
9CCDE348ECC2C59F,docked_bike,2020-04-16 21:34:13,2020-04-16 21:44:37,Lincoln Ave & Fullerton Ave,127,Clark St & Elm St,176.0,41.9259,-87.6493,41.903,-87.6313,member
F9A07C3A6E10BBC0,docked_bike,2020-04-26 22:27:44,2020-04-26 22:36:34,Larrabee St & Webster Ave,144,Clark St & Elm St,176.0,41.9218,-87.6441,41.903,-87.6313,member
313545028867D93B,docked_bike,2020-04-25 22:46:52,2020-04-25 22:51:32,Lake Shore Dr & Monroe St,76,Millennium Park,90.0,41.881,-87.6167,41.881,-87.6241,member
68BECCB0FCF955CB,docked_bike,2020-04-23 22:38:08,2020-04-23 22:42:32,Lake Shore Dr & Monroe St,76,Millennium Park,90.0,41.881,-87.6167,41.881,-87.6241,member
C1F9EC448FFA7FB6,docked_bike,2020-04-24 14:05:55,2020-04-24 14:11:17,Millennium Park,90,Lake Shore Dr & Monroe St,76.0,41.881,-87.6241,41.881,-87.6167,member
BCB81820E1C9B0C7,docked_bike,2020-04-22 18:35:14,2020-04-22 19:10:47,Clark St & Winnemac Ave,325,Damen Ave & Cortland St,219.0,41.9733,-87.6678,41.916,-87.6773,casual
568E106DCE29BB73,docked_bike,2020-04-01 15:23:48,2020-04-01 15:35:22,Clark St & Elm St,176,Wood St & Milwaukee Ave,61.0,41.903,-87.6313,41.9077,-87.6726,member
0450471615562EAB,docked_bike,2020-04-26 15:47:46,2020-04-26 16:33:37,Millennium Park,90,Millennium Park,90.0,41.881,-87.6241,41.881,-87.6241,casual
EA0FBC59F73B90B6,docked_bike,2020-04-28 06:22:45,2020-04-28 06:22:48,Cannon Dr & Fullerton Ave,34,Cannon Dr & Fullerton Ave,34.0,41.9268,-87.6344,41.9268,-87.6344,member
C7E412681F4E03DF,docked_bike,2020-04-17 12:09:16,2020-04-17 12:25:55,Lincoln Park Conservatory,673,Lincoln Park Conservatory,673.0,41.9239,-87.6358,41.9239,-87.6358,member
544BFD0C9D65B449,docked_bike,2020-04-23 01:21:23,2020-04-23 01:41:24,Lake Shore Dr & Diversey Pkwy,329,Lake Shore Dr & Belmont Ave,334.0,41.9326,-87.6364,41.9408,-87.6392,member
9C829ADF6AB872F4,docked_bike,2020-04-11 16:25:21,2020-04-11 16:49:38,Ashland Ave & Archer Ave,368,Shields Ave & 31st St,402.0,41.8392,-87.6656,41.8385,-87.6354,casual
7A3A6D416E6124F1,docked_bike,2020-04-26 17:19:13,2020-04-26 17:27:04,Honore St & Division St,17,Ogden Ave & Race Ave,186.0,41.9031,-87.6739,41.8918,-87.6588,member
C0AF486B9F7F5DB1,docked_bike,2020-04-23 18:24:21,2020-04-23 19:07:22,Ogden Ave & Race Ave,186,Clinton St & Lake St,66.0,41.8918,-87.6588,41.8856,-87.6418,member
D33B874B4DFA82DE,docked_bike,2020-04-04 16:35:59,2020-04-04 17:14:32,Campbell Ave & Fullerton Ave,504,Troy St & North Ave,509.0,41.9246,-87.6893,41.9098,-87.7053,member
D7701D355EA98221,docked_bike,2020-04-04 17:58:15,2020-04-04 18:06:33,California Ave & North Ave,276,Milwaukee Ave & Rockwell St,222.0,41.9104,-87.6972,41.9202,-87.693,member
7106A083CA980DA8,docked_bike,2020-04-18 17:54:08,2020-04-18 17:55:32,Aberdeen St & Monroe St,80,Aberdeen St & Monroe St,80.0,41.8804,-87.6555,41.8804,-87.6555,member
8D79168914F47090,docked_bike,2020-04-02 06:20:13,2020-04-02 06:41:03,St. Clair St & Erie St,211,Leavitt St & Chicago Ave,659.0,41.8944,-87.6227,41.8955,-87.682,member
BD128322AE15E174,docked_bike,2020-04-05 06:42:09,2020-04-05 06:48:54,Wells St & Hubbard St,212,Mies van der Rohe Way & Chicago Ave,173.0,41.8899,-87.6343,41.8969,-87.6217,member
EED3ACFF07C22AB7,docked_bike,2020-04-06 05:52:40,2020-04-06 05:58:20,Wells St & Hubbard St,212,Mies van der Rohe Way & Chicago Ave,173.0,41.8899,-87.6343,41.8969,-87.6217,member
10CAB9A2C3D9E5D4,docked_bike,2020-04-13 11:55:58,2020-04-13 12:02:20,Wells St & Hubbard St,212,Mies van der Rohe Way & Chicago Ave,173.0,41.8899,-87.6343,41.8969,-87.6217,member
